OTUId,kingdom,phylum,class,order,family,genus
OTU0814,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium
OTU0552,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
OTU0393,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides
OTU0585,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia
OTU0239,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
OTU1365,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
OTU1358,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
OTU1354,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
OTU1360,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
OTU1347,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
OTU0642,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter
OTU1254,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Cryptobacterium
OTU0663,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
OTU0514,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
OTU0733,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella
OTU0676,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas
OTU0270,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum
OTU0226,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,NA
OTU0273,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella
OTU1072,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Bulleidia
OTU0653,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
OTU1138,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Moryella
OTU0246,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter
OTU0631,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus
OTU0231,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
OTU0415,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Chroococcidiopsis_PCC_7203
OTU0267,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aliihoeflea
OTU0811,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
OTU1362,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069_P22,NA,NA
OTU1363,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069_P22,NA,NA
OTU0279,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA
OTU0799,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter
OTU0259,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1
OTU0249,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
OTU0261,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter
OTU0275,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
OTU0263,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer
OTU0266,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas
OTU0255,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
OTU0190,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
OTU0565,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter
OTU0953,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas
OTU0082,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera
OTU0569,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea
OTU1284,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus
OTU0251,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
OTU0141,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Faucicola
OTU0972,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Veillonellaceae,Anaeroglobus
OTU0897,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Dermacoccus
OTU0827,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
OTU1114,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Johnsonella
OTU0728,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Jonquetella
OTU0748,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hydrogenoanaerobacterium,NA
OTU0856,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Corticibacter
OTU0777,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
OTU1343,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc
OTU1040,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
OTU0958,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
OTU0965,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
OTU0960,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
OTU1041,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
OTU0961,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus
OTU1046,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
OTU0930,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus
OTU0119,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
OTU0063,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
OTU0027,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
OTU0692,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
OTU1092,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Selenomonadaceae,uncultured
OTU0262,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
OTU0143,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
OTU0851,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria
OTU0854,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella
OTU0900,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
OTU0813,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
OTU0990,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Veillonellaceae,Negativicoccus
OTU0248,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
OTU0062,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
OTU0494,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter
OTU1149,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium
OTU0872,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella
OTU1133,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella
OTU1251,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella
OTU0098,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
OTU1281,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Planifilum
OTU0064,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
OTU0264,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium_Neorhizobium_Pararhizobium_Rhizobium
OTU0274,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium_Neorhizobium_Pararhizobium_Rhizobium
OTU0833,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
OTU0890,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
OTU0272,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Nitrospirillum
OTU0240,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas
OTU0869,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
OTU0015,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UBA1819
OTU0257,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
OTU0256,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
OTU1088,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium
OTU0607,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Rufibacter
OTU0866,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,uncultured
OTU0085,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
OTU0910,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
OTU0913,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
OTU0919,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
OTU0916,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
OTU0920,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
OTU0914,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
OTU1253,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia
OTU1308,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
OTU0848,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia
OTU0101,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
OTU0097,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
OTU0066,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
OTU0109,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
OTU1176,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_FCS020_group
OTU0820,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas
OTU0454,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU1292,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Peptostreptococcaceae,Romboutsia
OTU1006,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Veillonellaceae,Dialister
OTU1121,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Epulopiscium
OTU0405,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
OTU0379,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
OTU0342,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU0423,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1_32
OTU0003,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus
OTU0252,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
OTU0017,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium
OTU1099,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia
OTU0282,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_Subgroup_1_,Bryocella
OTU0525,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
OTU1045,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
OTU1018,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1
OTU0309,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU0537,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrio
OTU0523,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
OTU0293,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
OTU0475,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0462,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0942,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Salinicoccus
OTU0711,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Selenomonadaceae,Megamonas
OTU1083,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Selenomonadaceae,Selenomonas
OTU0469,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0616,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter
OTU0241,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola
OTU0452,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0774,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
OTU1352,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
OTU0979,Bacteria,Firmicutes,Clostridia,Oscillospirales,_Eubacterium_coprostanoligenes_group,NA
OTU0344,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU0323,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9
OTU0459,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0354,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU1321,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Howardella
OTU1199,Bacteria,Firmicutes,Bacilli,RF39,NA,NA
OTU0492,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0301,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
OTU0412,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
OTU0442,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
OTU0314,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU0388,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
OTU1187,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Frisingicoccus
OTU0091,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
OTU1145,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Catonella
OTU0509,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
OTU0734,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,uncultured
OTU1119,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Dorea
OTU1247,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
OTU0818,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia
OTU0634,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium
OTU0873,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella
OTU0503,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
OTU1312,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira
OTU0495,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
OTU1059,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
OTU1336,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter
OTU1169,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,CAG_56
OTU0422,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,uncultured
OTU1020,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group
OTU0482,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
OTU1144,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG_001
OTU1330,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,_Ruminococcus_torques_group
OTU1148,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
OTU1154,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
OTU1025,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,uncultured
OTU0933,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,_Clostridium_innocuum_group
OTU1155,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter
OTU1024,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter
OTU0745,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,uncultured
OTU1029,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG_002
OTU1314,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,_Eubacterium_hallii_group
OTU1161,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
OTU1170,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
OTU1258,Bacteria,Firmicutes,Bacilli,RF39,NA,NA
OTU1056,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
OTU0594,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella
OTU0562,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured
OTU0784,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
OTU1244,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Anaerovoracaceae,Family_XIII_AD3011_group
OTU0763,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,DTU089
OTU1151,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
OTU1060,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dubosiella
OTU0716,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus
OTU1003,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus
OTU1071,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Solobacterium
OTU0788,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,F0332
OTU1331,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG_008
OTU1181,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG_008
OTU1123,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Anaerovoracaceae,_Eubacterium_nodatum_group
OTU1298,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Family_XI,Peptoniphilus
OTU0174,Bacteria,Firmicutes,Clostridia,Clostridia_UCG_014,NA,NA
OTU1282,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus
OTU0722,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae_Sedis
OTU1158,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
OTU1160,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
OTU1032,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG_005
OTU1203,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R_7_group
OTU1153,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
OTU1268,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG_011,NA
OTU1276,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R_7_group
OTU1164,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
OTU1173,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
OTU1122,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes
OTU0430,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
OTU1204,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
OTU0686,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,NA
OTU1139,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Stomatobaculum
OTU0725,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus
OTU0921,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_SR1_,NA,NA
OTU0285,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella
OTU0016,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum
OTU1159,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
OTU1353,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
OTU0397,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
OTU1345,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
OTU0749,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus
OTU1095,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1
OTU0305,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
OTU0823,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella
OTU0018,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium
OTU0754,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus
OTU0868,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1_7BS,NA
OTU0014,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum
OTU1249,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
OTU1359,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
OTU0928,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Marinilactibacillus
OTU0564,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
OTU0746,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus
OTU1125,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Anaerovoracaceae,_Eubacterium_nodatum_group
OTU0513,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
OTU0507,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
OTU0927,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus
OTU1201,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
OTU0876,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,uncultured
OTU1266,Bacteria,Firmicutes,Bacilli,Thermicanales,Thermicanaceae,Thermicanus
OTU1355,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
OTU0136,Bacteria,Bdellovibrionota,Oligoflexia,0319_6G20,NA,NA
OTU1027,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG_002
OTU0902,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella
OTU1300,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67_14,NA
OTU0830,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,uncultured
OTU0822,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga
OTU0556,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
OTU0954,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor
