OTUId,kingdom,phylum,class,order,family,genus
OTU0849,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3_20,NA
OTU0493,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
OTU0559,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera
OTU0635,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
OTU1004,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
OTU1005,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Veillonellaceae,Veillonella
OTU0605,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
OTU1085,Bacteria,Firmicutes,Clostridia,Clostridiales,Oxobacteraceae,Oxobacter
OTU0710,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
OTU0351,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Cardinium
OTU0756,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus
OTU0391,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
OTU1208,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67_14,NA
OTU1039,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium
OTU0707,Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA
OTU0731,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma
OTU1215,Bacteria,Firmicutes,Clostridia,Oscillospirales,_Eubacterium_coprostanoligenes_group,NA
OTU1197,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,_Eubacterium_xylanophilum_group
OTU0863,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas
OTU0137,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,uncultured
OTU0472,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0470,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0860,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea
OTU0465,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0399,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
OTU0709,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
OTU0124,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,uncultured
OTU0416,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Chroococcidiopsis_SAG_2023
OTU0428,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
OTU0406,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas
OTU0172,Bacteria,Firmicutes,Clostridia,Clostridia_UCG_014,NA,NA
OTU0104,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus_Obscuribacter
OTU0444,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
OTU0522,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
OTU1021,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter
OTU0440,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group
OTU0908,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
OTU0519,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
OTU0520,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,uncultured
OTU0280,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
OTU0090,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
OTU0806,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
OTU0852,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Alysiella
OTU0235,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,uncultured
OTU0603,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter
OTU0738,Bacteria,Firmicutes,Clostridia,Clostridia_UCG_014,NA,NA
OTU1332,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella
OTU0300,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
OTU1156,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
OTU1026,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter
OTU0476,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella
OTU0276,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium
OTU1136,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoanaerobaculum
OTU1188,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus
OTU0592,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella
OTU1329,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter
OTU0975,Bacteria,Firmicutes,Clostridia,Oscillospirales,_Eubacterium_coprostanoligenes_group,NA
OTU1207,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67_14,NA
OTU1234,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
OTU0691,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,NA
OTU1318,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Anaerovoracaceae,S5_A14a
OTU1132,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
OTU0995,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Veillonellaceae,Veillonella
OTU1260,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,uncultured
OTU0911,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
OTU0622,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
OTU1079,Bacteria,Firmicutes,Bacilli,RF39,NA,NA
OTU1216,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67_14,NA
OTU0210,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
OTU1299,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
OTU0690,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,NA
OTU1014,Bacteria,Chloroflexi,KD4_96,NA,NA,NA
OTU0435,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
OTU0570,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter
OTU1283,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
OTU0760,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG_005
OTU1195,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
OTU0654,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured
OTU0647,Bacteria,Desulfobacterota,uncultured,NA,NA,NA
OTU0543,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
OTU1070,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_UCG_006
OTU0244,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Endobacter
OTU1228,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
OTU0723,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured
OTU1192,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobium
OTU0202,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Pseudofulvimonas
OTU0204,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
OTU0636,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
OTU0639,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
OTU0638,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
OTU1043,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella
OTU1147,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium
OTU1166,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium
OTU1356,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
OTU0618,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus
OTU1233,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,NA
OTU0164,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
OTU1008,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Veillonellaceae,Megasphaera
OTU0862,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella
OTU0286,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter
OTU1000,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Veillonellaceae,Dialister
OTU0925,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus
OTU0617,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus
OTU1304,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Family_XI,Anaerococcus
OTU1309,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
OTU1117,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG_010
OTU0404,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
OTU1172,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
OTU1050,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured
OTU0365,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya_ANT_L52_2
OTU0155,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter
OTU0086,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
OTU1239,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Family_XI,uncultured
OTU0296,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,uncultured
OTU0315,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7
OTU0350,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7
OTU1023,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG_002
OTU1236,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
OTU0714,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella
OTU0077,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage_IV,NA,NA
OTU0043,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
OTU0039,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
OTU0698,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
OTU0699,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
OTU0041,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
OTU0036,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
OTU0029,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
OTU0044,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
OTU0623,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium
OTU1089,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium
OTU0206,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas
OTU0680,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
OTU0348,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7
OTU0046,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
OTU0053,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,uncultured
OTU0712,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Selenomonadaceae,Selenomonas
OTU0672,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group
OTU0673,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group
OTU0787,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,F0332
OTU0173,Bacteria,Firmicutes,Clostridia,Clostridia_UCG_014,NA,NA
OTU0159,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Ureaplasma
OTU0624,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio
OTU0997,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Veillonellaceae,Veillonella
OTU0999,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Veillonellaceae,Dialister
OTU0550,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Wolinella
OTU1364,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella
OTU0208,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
OTU0011,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Flexilinea
OTU0429,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella
OTU0977,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Harryflintia
OTU0757,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Phocea
OTU1058,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dubosiella
OTU0100,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
